cobeta_cocode|company_name|cobeta_from_date|cobeta_to_date|beta
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2009|31-03-2014|0.5163
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2010|31-03-2015|0.4864
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2011|31-03-2016|0.4852
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2012|31-03-2017|0.5311
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2013|31-03-2018|0.4878
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2014|31-03-2019|0.5798
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2015|31-03-2020|0.7007
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2004|31-03-2009|0.8614
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2005|31-03-2010|0.8962
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2006|31-03-2011|0.8640
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2007|31-03-2012|0.8078
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2008|31-03-2013|0.7860
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2009|31-03-2014|0.9903
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2010|31-03-2015|0.9832
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2011|31-03-2016|1.1213
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2012|31-03-2017|1.2504
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2013|31-03-2018|1.2404
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2014|31-03-2019|1.1549
163226|OIL & NATURAL GAS CORPN. LTD.|01-04-2015|31-03-2020|1.0543
168589|PAGE INDUSTRIES LTD.|01-04-2004|31-03-2009|0.3634
168589|PAGE INDUSTRIES LTD.|01-04-2005|31-03-2010|0.3332
168589|PAGE INDUSTRIES LTD.|01-04-2006|31-03-2011|0.3153
168589|PAGE INDUSTRIES LTD.|01-04-2007|31-03-2012|0.3128
168589|PAGE INDUSTRIES LTD.|01-04-2008|31-03-2013|0.3289
168589|PAGE INDUSTRIES LTD.|01-04-2009|31-03-2014|0.2803
168589|PAGE INDUSTRIES LTD.|01-04-2010|31-03-2015|0.1429
168589|PAGE INDUSTRIES LTD.|01-04-2011|31-03-2016|0.3993
168589|PAGE INDUSTRIES LTD.|01-04-2012|31-03-2017|0.4445
168589|PAGE INDUSTRIES LTD.|01-04-2013|31-03-2018|0.5029
168589|PAGE INDUSTRIES LTD.|01-04-2014|31-03-2019|0.6064
168589|PAGE INDUSTRIES LTD.|01-04-2015|31-03-2020|0.9692
159120|PIRAMAL ENTERPRISES LTD.|01-04-2004|31-03-2009|0.8164
159120|PIRAMAL ENTERPRISES LTD.|01-04-2005|31-03-2010|0.6546
159120|PIRAMAL ENTERPRISES LTD.|01-04-2006|31-03-2011|0.6096
159120|PIRAMAL ENTERPRISES LTD.|01-04-2007|31-03-2012|0.5208
159120|PIRAMAL ENTERPRISES LTD.|01-04-2008|31-03-2013|0.5506
159120|PIRAMAL ENTERPRISES LTD.|01-04-2009|31-03-2014|0.2900
159120|PIRAMAL ENTERPRISES LTD.|01-04-2010|31-03-2015|0.4747
159120|PIRAMAL ENTERPRISES LTD.|01-04-2011|31-03-2016|0.5074
159120|PIRAMAL ENTERPRISES LTD.|01-04-2012|31-03-2017|0.6417
159120|PIRAMAL ENTERPRISES LTD.|01-04-2013|31-03-2018|0.7824
159120|PIRAMAL ENTERPRISES LTD.|01-04-2014|31-03-2019|1.0883
159120|PIRAMAL ENTERPRISES LTD.|01-04-2015|31-03-2020|1.5302
174683|PETRONET L N G LTD.|01-04-2004|31-03-2009|1.0498
174683|PETRONET L N G LTD.|01-04-2005|31-03-2010|1.0585
174683|PETRONET L N G LTD.|01-04-2006|31-03-2011|1.0614
174683|PETRONET L N G LTD.|01-04-2007|31-03-2012|1.0483
174683|PETRONET L N G LTD.|01-04-2008|31-03-2013|0.9499
174683|PETRONET L N G LTD.|01-04-2009|31-03-2014|0.9262
174683|PETRONET L N G LTD.|01-04-2010|31-03-2015|0.7325
174683|PETRONET L N G LTD.|01-04-2011|31-03-2016|0.7538
174683|PETRONET L N G LTD.|01-04-2012|31-03-2017|0.8301
174683|PETRONET L N G LTD.|01-04-2013|31-03-2018|0.7618
174683|PETRONET L N G LTD.|01-04-2014|31-03-2019|0.7576
174683|PETRONET L N G LTD.|01-04-2015|31-03-2020|0.7825
177753|POWER FINANCE CORPN. LTD.|01-04-2004|31-03-2009|0.9237
177753|POWER FINANCE CORPN. LTD.|01-04-2005|31-03-2010|0.8824
177753|POWER FINANCE CORPN. LTD.|01-04-2006|31-03-2011|0.8947
177753|POWER FINANCE CORPN. LTD.|01-04-2007|31-03-2012|0.9798
177753|POWER FINANCE CORPN. LTD.|01-04-2008|31-03-2013|0.9660
177753|POWER FINANCE CORPN. LTD.|01-04-2009|31-03-2014|1.2707
177753|POWER FINANCE CORPN. LTD.|01-04-2010|31-03-2015|1.8573
177753|POWER FINANCE CORPN. LTD.|01-04-2011|31-03-2016|1.9458
177753|POWER FINANCE CORPN. LTD.|01-04-2012|31-03-2017|1.9351
177753|POWER FINANCE CORPN. LTD.|01-04-2013|31-03-2018|1.9242
177753|POWER FINANCE CORPN. LTD.|01-04-2014|31-03-2019|1.6862
177753|POWER FINANCE CORPN. LTD.|01-04-2015|31-03-2020|1.3195
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2004|31-03-2009|0.3002
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2005|31-03-2010|0.2971
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2006|31-03-2011|0.3307
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2007|31-03-2012|0.3145
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2008|31-03-2013|0.3363
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2009|31-03-2014|0.4194
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2010|31-03-2015|0.5010
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2011|31-03-2016|0.3319
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2012|31-03-2017|0.3084
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2013|31-03-2018|0.3808
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2014|31-03-2019|0.3851
182523|PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.|01-04-2015|31-03-2020|0.3649
175214|PIDILITE INDUSTRIES LTD.|01-04-2004|31-03-2009|0.7102
175214|PIDILITE INDUSTRIES LTD.|01-04-2005|31-03-2010|0.7524
175214|PIDILITE INDUSTRIES LTD.|01-04-2006|31-03-2011|0.7987
175214|PIDILITE INDUSTRIES LTD.|01-04-2007|31-03-2012|0.8085
175214|PIDILITE INDUSTRIES LTD.|01-04-2008|31-03-2013|0.8280
175214|PIDILITE INDUSTRIES LTD.|01-04-2009|31-03-2014|0.7976
175214|PIDILITE INDUSTRIES LTD.|01-04-2010|31-03-2015|0.6821
175214|PIDILITE INDUSTRIES LTD.|01-04-2011|31-03-2016|0.6473
175214|PIDILITE INDUSTRIES LTD.|01-04-2012|31-03-2017|0.7436
175214|PIDILITE INDUSTRIES LTD.|01-04-2013|31-03-2018|0.7956
175214|PIDILITE INDUSTRIES LTD.|01-04-2014|31-03-2019|0.8387
175214|PIDILITE INDUSTRIES LTD.|01-04-2015|31-03-2020|0.7582
183861|PUNJAB NATIONAL BANK|01-04-2004|31-03-2009|1.1004
183861|PUNJAB NATIONAL BANK|01-04-2005|31-03-2010|0.9738
183861|PUNJAB NATIONAL BANK|01-04-2006|31-03-2011|0.9946
183861|PUNJAB NATIONAL BANK|01-04-2007|31-03-2012|1.0021
183861|PUNJAB NATIONAL BANK|01-04-2008|31-03-2013|1.0449
183861|PUNJAB NATIONAL BANK|01-04-2009|31-03-2014|1.1976
183861|PUNJAB NATIONAL BANK|01-04-2010|31-03-2015|1.5732
183861|PUNJAB NATIONAL BANK|01-04-2011|31-03-2016|1.7320
183861|PUNJAB NATIONAL BANK|01-04-2012|31-03-2017|1.8691
183861|PUNJAB NATIONAL BANK|01-04-2013|31-03-2018|1.9524
183861|PUNJAB NATIONAL BANK|01-04-2014|31-03-2019|1.8009
183861|PUNJAB NATIONAL BANK|01-04-2015|31-03-2020|1.6045
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2005|31-03-2010|0.7767
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2006|31-03-2011|0.7573
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2007|31-03-2012|0.7519
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2008|31-03-2013|0.7125
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2009|31-03-2014|0.7722
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2010|31-03-2015|0.8239
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2011|31-03-2016|0.8882
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2012|31-03-2017|0.8819
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2013|31-03-2018|0.8609
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2014|31-03-2019|0.7482
177758|POWER GRID CORPN. OF INDIA LTD.|01-04-2015|31-03-2020|0.5566
196667|RELIANCE INDUSTRIES LTD.|01-04-2004|31-03-2009|1.0455
196667|RELIANCE INDUSTRIES LTD.|01-04-2005|31-03-2010|1.0279
196667|RELIANCE INDUSTRIES LTD.|01-04-2006|31-03-2011|1.0114
196667|RELIANCE INDUSTRIES LTD.|01-04-2007|31-03-2012|1.0647
196667|RELIANCE INDUSTRIES LTD.|01-04-2008|31-03-2013|1.0931
196667|RELIANCE INDUSTRIES LTD.|01-04-2009|31-03-2014|0.9899
196667|RELIANCE INDUSTRIES LTD.|01-04-2010|31-03-2015|1.0609
196667|RELIANCE INDUSTRIES LTD.|01-04-2011|31-03-2016|1.0904
196667|RELIANCE INDUSTRIES LTD.|01-04-2012|31-03-2017|0.9648
196667|RELIANCE INDUSTRIES LTD.|01-04-2013|31-03-2018|0.9902
196667|RELIANCE INDUSTRIES LTD.|01-04-2014|31-03-2019|1.0215
196667|RELIANCE INDUSTRIES LTD.|01-04-2015|31-03-2020|1.0180
201643|S B I LIFE INSURANCE CO. LTD.|01-04-2015|31-03-2020|0.7898
236328|STATE BANK OF INDIA|01-04-2004|31-03-2009|1.0466
236328|STATE BANK OF INDIA|01-04-2005|31-03-2010|1.0609
236328|STATE BANK OF INDIA|01-04-2006|31-03-2011|1.0904
236328|STATE BANK OF INDIA|01-04-2007|31-03-2012|1.1443
236328|STATE BANK OF INDIA|01-04-2008|31-03-2013|1.1890
236328|STATE BANK OF INDIA|01-04-2009|31-03-2014|1.4064
236328|STATE BANK OF INDIA|01-04-2010|31-03-2015|1.5552
236328|STATE BANK OF INDIA|01-04-2011|31-03-2016|1.6312
236328|STATE BANK OF INDIA|01-04-2012|31-03-2017|1.6514
236328|STATE BANK OF INDIA|01-04-2013|31-03-2018|1.6463
236328|STATE BANK OF INDIA|01-04-2014|31-03-2019|1.6101
236328|STATE BANK OF INDIA|01-04-2015|31-03-2020|1.5049
222402|SHREE CEMENT LTD.|01-04-2004|31-03-2009|0.8781
222402|SHREE CEMENT LTD.|01-04-2005|31-03-2010|0.8712
222402|SHREE CEMENT LTD.|01-04-2006|31-03-2011|0.8768
222402|SHREE CEMENT LTD.|01-04-2007|31-03-2012|0.7979
222402|SHREE CEMENT LTD.|01-04-2008|31-03-2013|0.8235
222402|SHREE CEMENT LTD.|01-04-2009|31-03-2014|0.8443
222402|SHREE CEMENT LTD.|01-04-2010|31-03-2015|0.8737
222402|SHREE CEMENT LTD.|01-04-2011|31-03-2016|0.8819
222402|SHREE CEMENT LTD.|01-04-2012|31-03-2017|1.0431
222402|SHREE CEMENT LTD.|01-04-2013|31-03-2018|1.0922
222402|SHREE CEMENT LTD.|01-04-2014|31-03-2019|1.1056
222402|SHREE CEMENT LTD.|01-04-2015|31-03-2020|1.0973
226821|SIEMENS LTD.|01-04-2004|31-03-2009|1.0045
226821|SIEMENS LTD.|01-04-2005|31-03-2010|1.0789
226821|SIEMENS LTD.|01-04-2006|31-03-2011|1.0472
226821|SIEMENS LTD.|01-04-2007|31-03-2012|1.0361
226821|SIEMENS LTD.|01-04-2008|31-03-2013|1.1421
226821|SIEMENS LTD.|01-04-2009|31-03-2014|1.2020
226821|SIEMENS LTD.|01-04-2010|31-03-2015|1.3593
226821|SIEMENS LTD.|01-04-2011|31-03-2016|1.4923
226821|SIEMENS LTD.|01-04-2012|31-03-2017|1.5901
226821|SIEMENS LTD.|01-04-2013|31-03-2018|1.5887
226821|SIEMENS LTD.|01-04-2014|31-03-2019|1.3481
226821|SIEMENS LTD.|01-04-2015|31-03-2020|1.0739
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2004|31-03-2009|0.7704
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2005|31-03-2010|0.7017
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2006|31-03-2011|0.7168
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2007|31-03-2012|0.7366
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2008|31-03-2013|0.7432
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2009|31-03-2014|0.9211
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2010|31-03-2015|1.2947
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2011|31-03-2016|1.2719
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2012|31-03-2017|1.2787
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2013|31-03-2018|1.3856
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2014|31-03-2019|1.5035
225455|SHRIRAM TRANSPORT FINANCE CO. LTD.|01-04-2015|31-03-2020|1.6790
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2004|31-03-2009|0.3752
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2005|31-03-2010|0.3262
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2006|31-03-2011|0.3399
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2007|31-03-2012|0.3145
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2008|31-03-2013|0.3410
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2009|31-03-2014|0.3465
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2010|31-03-2015|0.4478
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2011|31-03-2016|0.5021
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2012|31-03-2017|0.4989
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2013|31-03-2018|0.6704
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2014|31-03-2019|0.7299
239726|SUN PHARMACEUTICAL INDS. LTD.|01-04-2015|31-03-2020|0.8002
248093|TATA MOTORS LTD.|01-04-2004|31-03-2009|1.0206
248093|TATA MOTORS LTD.|01-04-2005|31-03-2010|1.1321
248093|TATA MOTORS LTD.|01-04-2006|31-03-2011|1.1578
248093|TATA MOTORS LTD.|01-04-2007|31-03-2012|1.2344
248093|TATA MOTORS LTD.|01-04-2008|31-03-2013|1.4615
248093|TATA MOTORS LTD.|01-04-2009|31-03-2014|1.5178
248093|TATA MOTORS LTD.|01-04-2010|31-03-2015|1.4233
248093|TATA MOTORS LTD.|01-04-2011|31-03-2016|1.4070
248093|TATA MOTORS LTD.|01-04-2012|31-03-2017|1.2921
248093|TATA MOTORS LTD.|01-04-2013|31-03-2018|1.3075
248093|TATA MOTORS LTD.|01-04-2014|31-03-2019|1.3893
248093|TATA MOTORS LTD.|01-04-2015|31-03-2020|1.6944
248136|TATA STEEL LTD.|01-04-2004|31-03-2009|1.3480
248136|TATA STEEL LTD.|01-04-2005|31-03-2010|1.4332
248136|TATA STEEL LTD.|01-04-2006|31-03-2011|1.4190
248136|TATA STEEL LTD.|01-04-2007|31-03-2012|1.5146
248136|TATA STEEL LTD.|01-04-2008|31-03-2013|1.6091
248136|TATA STEEL LTD.|01-04-2009|31-03-2014|1.5556
248136|TATA STEEL LTD.|01-04-2010|31-03-2015|1.4635
248136|TATA STEEL LTD.|01-04-2011|31-03-2016|1.5151
248136|TATA STEEL LTD.|01-04-2012|31-03-2017|1.4660
248136|TATA STEEL LTD.|01-04-2013|31-03-2018|1.4065
248136|TATA STEEL LTD.|01-04-2014|31-03-2019|1.3774
248136|TATA STEEL LTD.|01-04-2015|31-03-2020|1.2854
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2004|31-03-2009|0.5372
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2005|31-03-2010|0.5026
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2006|31-03-2011|0.4960
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2007|31-03-2012|0.4964
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2008|31-03-2013|0.5630
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2009|31-03-2014|0.4901
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2010|31-03-2015|0.5104
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2011|31-03-2016|0.5254
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2012|31-03-2017|0.3817
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2013|31-03-2018|0.4050
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2014|31-03-2019|0.4514
164646|TATA CONSULTANCY SERVICES LTD.|01-04-2015|31-03-2020|0.5333
136494|TECH MAHINDRA LTD.|01-04-2004|31-03-2009|0.8981
136494|TECH MAHINDRA LTD.|01-04-2005|31-03-2010|1.0351
136494|TECH MAHINDRA LTD.|01-04-2006|31-03-2011|1.0671
136494|TECH MAHINDRA LTD.|01-04-2007|31-03-2012|1.0538
136494|TECH MAHINDRA LTD.|01-04-2008|31-03-2013|1.1931
136494|TECH MAHINDRA LTD.|01-04-2009|31-03-2014|1.1239
136494|TECH MAHINDRA LTD.|01-04-2010|31-03-2015|0.7274
136494|TECH MAHINDRA LTD.|01-04-2011|31-03-2016|0.5524
136494|TECH MAHINDRA LTD.|01-04-2012|31-03-2017|0.4945
136494|TECH MAHINDRA LTD.|01-04-2013|31-03-2018|0.4159
136494|TECH MAHINDRA LTD.|01-04-2014|31-03-2019|0.5283
136494|TECH MAHINDRA LTD.|01-04-2015|31-03-2020|0.7095
251664|TITAN COMPANY LTD.|01-04-2004|31-03-2009|1.0559
251664|TITAN COMPANY LTD.|01-04-2005|31-03-2010|0.9775
251664|TITAN COMPANY LTD.|01-04-2006|31-03-2011|0.8967
251664|TITAN COMPANY LTD.|01-04-2007|31-03-2012|0.8686
251664|TITAN COMPANY LTD.|01-04-2008|31-03-2013|0.7976
251664|TITAN COMPANY LTD.|01-04-2009|31-03-2014|0.7412
251664|TITAN COMPANY LTD.|01-04-2010|31-03-2015|0.8386
251664|TITAN COMPANY LTD.|01-04-2011|31-03-2016|0.7922
251664|TITAN COMPANY LTD.|01-04-2012|31-03-2017|0.8000
251664|TITAN COMPANY LTD.|01-04-2013|31-03-2018|0.8467
251664|TITAN COMPANY LTD.|01-04-2014|31-03-2019|0.8014
251664|TITAN COMPANY LTD.|01-04-2015|31-03-2020|0.8909
320945|UNITED BREWERIES LTD.|01-04-2004|31-03-2009|0.8938
320945|UNITED BREWERIES LTD.|01-04-2005|31-03-2010|0.8754
320945|UNITED BREWERIES LTD.|01-04-2006|31-03-2011|0.9072
320945|UNITED BREWERIES LTD.|01-04-2007|31-03-2012|0.8211
320945|UNITED BREWERIES LTD.|01-04-2008|31-03-2013|0.7959
320945|UNITED BREWERIES LTD.|01-04-2009|31-03-2014|0.9065
320945|UNITED BREWERIES LTD.|01-04-2010|31-03-2015|0.8004
320945|UNITED BREWERIES LTD.|01-04-2011|31-03-2016|0.7564
320945|UNITED BREWERIES LTD.|01-04-2012|31-03-2017|0.7629
320945|UNITED BREWERIES LTD.|01-04-2013|31-03-2018|0.8630
320945|UNITED BREWERIES LTD.|01-04-2014|31-03-2019|0.9674
320945|UNITED BREWERIES LTD.|01-04-2015|31-03-2020|1.0574
125123|ULTRATECH CEMENT LTD.|01-04-2004|31-03-2009|0.7672
125123|ULTRATECH CEMENT LTD.|01-04-2005|31-03-2010|0.7171
125123|ULTRATECH CEMENT LTD.|01-04-2006|31-03-2011|0.6893
125123|ULTRATECH CEMENT LTD.|01-04-2007|31-03-2012|0.6332
125123|ULTRATECH CEMENT LTD.|01-04-2008|31-03-2013|0.6312
125123|ULTRATECH CEMENT LTD.|01-04-2009|31-03-2014|0.6432
125123|ULTRATECH CEMENT LTD.|01-04-2010|31-03-2015|0.7786
125123|ULTRATECH CEMENT LTD.|01-04-2011|31-03-2016|0.8591
125123|ULTRATECH CEMENT LTD.|01-04-2012|31-03-2017|1.0240
125123|ULTRATECH CEMENT LTD.|01-04-2013|31-03-2018|1.1381
125123|ULTRATECH CEMENT LTD.|01-04-2014|31-03-2019|1.0883
125123|ULTRATECH CEMENT LTD.|01-04-2015|31-03-2020|1.0585
215829|U P L LTD.|01-04-2004|31-03-2009|0.9402
215829|U P L LTD.|01-04-2005|31-03-2010|1.0293
215829|U P L LTD.|01-04-2006|31-03-2011|1.0731
215829|U P L LTD.|01-04-2007|31-03-2012|1.1161
215829|U P L LTD.|01-04-2008|31-03-2013|1.2345
215829|U P L LTD.|01-04-2009|31-03-2014|1.1954
215829|U P L LTD.|01-04-2010|31-03-2015|1.1830
215829|U P L LTD.|01-04-2011|31-03-2016|1.1670
215829|U P L LTD.|01-04-2012|31-03-2017|1.1550
215829|U P L LTD.|01-04-2013|31-03-2018|1.1156
215829|U P L LTD.|01-04-2014|31-03-2019|1.1937
215829|U P L LTD.|01-04-2015|31-03-2020|1.3703
216946|VEDANTA LTD.|01-04-2004|31-03-2009|1.2889
216946|VEDANTA LTD.|01-04-2005|31-03-2010|1.2027
216946|VEDANTA LTD.|01-04-2006|31-03-2011|1.2094
216946|VEDANTA LTD.|01-04-2007|31-03-2012|1.2374
216946|VEDANTA LTD.|01-04-2008|31-03-2013|1.3181
216946|VEDANTA LTD.|01-04-2009|31-03-2014|1.2324
216946|VEDANTA LTD.|01-04-2010|31-03-2015|1.5403
216946|VEDANTA LTD.|01-04-2011|31-03-2016|1.7549
216946|VEDANTA LTD.|01-04-2012|31-03-2017|1.7530
216946|VEDANTA LTD.|01-04-2013|31-03-2018|1.7725
216946|VEDANTA LTD.|01-04-2014|31-03-2019|1.7506
216946|VEDANTA LTD.|01-04-2015|31-03-2020|1.7269
272724|WIPRO LTD.|01-04-2004|31-03-2009|0.7765
272724|WIPRO LTD.|01-04-2005|31-03-2010|0.7441
272724|WIPRO LTD.|01-04-2006|31-03-2011|0.7329
272724|WIPRO LTD.|01-04-2007|31-03-2012|0.7034
272724|WIPRO LTD.|01-04-2008|31-03-2013|0.7721
272724|WIPRO LTD.|01-04-2009|31-03-2014|0.5071
272724|WIPRO LTD.|01-04-2010|31-03-2015|0.4832
272724|WIPRO LTD.|01-04-2011|31-03-2016|0.4653
272724|WIPRO LTD.|01-04-2012|31-03-2017|0.3740
272724|WIPRO LTD.|01-04-2013|31-03-2018|0.3102
272724|WIPRO LTD.|01-04-2014|31-03-2019|0.3767
272724|WIPRO LTD.|01-04-2015|31-03-2020|0.5671
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2004|31-03-2009|0.8957
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2005|31-03-2010|0.9199
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2006|31-03-2011|0.9187
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2007|31-03-2012|0.8884
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2008|31-03-2013|0.9693
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2009|31-03-2014|0.8539
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2010|31-03-2015|0.6357
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2011|31-03-2016|0.6324
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2012|31-03-2017|0.7114
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2013|31-03-2018|0.7297
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2014|31-03-2019|0.8908
275062|ZEE ENTERTAINMENT ENTERPRISES LTD.|01-04-2015|31-03-2020|1.2000
