cobeta_cocode|company_name|cobeta_from_date|cobeta_to_date|beta
85447|GRASIM INDUSTRIES LTD.|01-04-2014|31-03-2019|1.0508
85447|GRASIM INDUSTRIES LTD.|01-04-2015|31-03-2020|1.2015
91512|HAVELLS INDIA LTD.|01-04-2004|31-03-2009|1.0500
91512|HAVELLS INDIA LTD.|01-04-2005|31-03-2010|1.0143
91512|HAVELLS INDIA LTD.|01-04-2006|31-03-2011|1.0171
91512|HAVELLS INDIA LTD.|01-04-2007|31-03-2012|1.0299
91512|HAVELLS INDIA LTD.|01-04-2008|31-03-2013|1.0741
91512|HAVELLS INDIA LTD.|01-04-2009|31-03-2014|1.0501
91512|HAVELLS INDIA LTD.|01-04-2010|31-03-2015|1.0211
91512|HAVELLS INDIA LTD.|01-04-2011|31-03-2016|0.9406
91512|HAVELLS INDIA LTD.|01-04-2012|31-03-2017|0.9687
91512|HAVELLS INDIA LTD.|01-04-2013|31-03-2018|1.0200
91512|HAVELLS INDIA LTD.|01-04-2014|31-03-2019|1.0169
91512|HAVELLS INDIA LTD.|01-04-2015|31-03-2020|0.9529
88258|H C L TECHNOLOGIES LTD.|01-04-2004|31-03-2009|0.8352
88258|H C L TECHNOLOGIES LTD.|01-04-2005|31-03-2010|0.9089
88258|H C L TECHNOLOGIES LTD.|01-04-2006|31-03-2011|0.8675
88258|H C L TECHNOLOGIES LTD.|01-04-2007|31-03-2012|0.8877
88258|H C L TECHNOLOGIES LTD.|01-04-2008|31-03-2013|0.9989
88258|H C L TECHNOLOGIES LTD.|01-04-2009|31-03-2014|0.7927
88258|H C L TECHNOLOGIES LTD.|01-04-2010|31-03-2015|0.5139
88258|H C L TECHNOLOGIES LTD.|01-04-2011|31-03-2016|0.5363
88258|H C L TECHNOLOGIES LTD.|01-04-2012|31-03-2017|0.3073
88258|H C L TECHNOLOGIES LTD.|01-04-2013|31-03-2018|0.2737
88258|H C L TECHNOLOGIES LTD.|01-04-2014|31-03-2019|0.3625
88258|H C L TECHNOLOGIES LTD.|01-04-2015|31-03-2020|0.6305
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2004|31-03-2009|0.9660
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2005|31-03-2010|0.9058
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2006|31-03-2011|0.9147
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2007|31-03-2012|0.9584
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2008|31-03-2013|0.9407
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2009|31-03-2014|0.8736
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2010|31-03-2015|1.0044
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2011|31-03-2016|0.9810
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2012|31-03-2017|0.9626
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2013|31-03-2018|0.9271
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2014|31-03-2019|0.8699
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-04-2015|31-03-2020|0.8793
88297|H D F C BANK LTD.|01-04-2004|31-03-2009|0.9333
88297|H D F C BANK LTD.|01-04-2005|31-03-2010|0.9108
88297|H D F C BANK LTD.|01-04-2006|31-03-2011|0.9459
88297|H D F C BANK LTD.|01-04-2007|31-03-2012|0.9537
88297|H D F C BANK LTD.|01-04-2008|31-03-2013|0.9380
88297|H D F C BANK LTD.|01-04-2009|31-03-2014|0.8494
88297|H D F C BANK LTD.|01-04-2010|31-03-2015|0.9594
88297|H D F C BANK LTD.|01-04-2011|31-03-2016|0.8716
88297|H D F C BANK LTD.|01-04-2012|31-03-2017|0.8164
88297|H D F C BANK LTD.|01-04-2013|31-03-2018|0.7401
88297|H D F C BANK LTD.|01-04-2014|31-03-2019|0.5852
88297|H D F C BANK LTD.|01-04-2015|31-03-2020|0.7021
88320|H D F C LIFE INSURANCE CO. LTD.|01-04-2015|31-03-2020|1.0516
92590|HERO MOTOCORP LTD.|01-04-2004|31-03-2009|0.4658
92590|HERO MOTOCORP LTD.|01-04-2005|31-03-2010|0.4186
92590|HERO MOTOCORP LTD.|01-04-2006|31-03-2011|0.3982
92590|HERO MOTOCORP LTD.|01-04-2007|31-03-2012|0.3912
92590|HERO MOTOCORP LTD.|01-04-2008|31-03-2013|0.4605
92590|HERO MOTOCORP LTD.|01-04-2009|31-03-2014|0.4708
92590|HERO MOTOCORP LTD.|01-04-2010|31-03-2015|0.6382
92590|HERO MOTOCORP LTD.|01-04-2011|31-03-2016|0.7841
92590|HERO MOTOCORP LTD.|01-04-2012|31-03-2017|0.9263
92590|HERO MOTOCORP LTD.|01-04-2013|31-03-2018|0.8909
92590|HERO MOTOCORP LTD.|01-04-2014|31-03-2019|0.9485
92590|HERO MOTOCORP LTD.|01-04-2015|31-03-2020|0.9115
93902|HINDALCO INDUSTRIES LTD.|01-04-2004|31-03-2009|1.3315
93902|HINDALCO INDUSTRIES LTD.|01-04-2005|31-03-2010|1.3259
93902|HINDALCO INDUSTRIES LTD.|01-04-2006|31-03-2011|1.3339
93902|HINDALCO INDUSTRIES LTD.|01-04-2007|31-03-2012|1.3870
93902|HINDALCO INDUSTRIES LTD.|01-04-2008|31-03-2013|1.5216
93902|HINDALCO INDUSTRIES LTD.|01-04-2009|31-03-2014|1.4468
93902|HINDALCO INDUSTRIES LTD.|01-04-2010|31-03-2015|1.5678
93902|HINDALCO INDUSTRIES LTD.|01-04-2011|31-03-2016|1.6363
93902|HINDALCO INDUSTRIES LTD.|01-04-2012|31-03-2017|1.5798
93902|HINDALCO INDUSTRIES LTD.|01-04-2013|31-03-2018|1.5727
93902|HINDALCO INDUSTRIES LTD.|01-04-2014|31-03-2019|1.4470
93902|HINDALCO INDUSTRIES LTD.|01-04-2015|31-03-2020|1.5123
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2004|31-03-2009|0.9136
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2005|31-03-2010|0.7538
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2006|31-03-2011|0.7594
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2007|31-03-2012|0.6961
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2008|31-03-2013|0.6351
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2009|31-03-2014|0.7246
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2010|31-03-2015|1.0425
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2011|31-03-2016|1.0878
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2012|31-03-2017|1.3551
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2013|31-03-2018|1.3569
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2014|31-03-2019|1.3820
94103|HINDUSTAN PETROLEUM CORPN. LTD.|01-04-2015|31-03-2020|1.1032
94080|HINDUSTAN UNILEVER LTD.|01-04-2004|31-03-2009|0.5569
94080|HINDUSTAN UNILEVER LTD.|01-04-2005|31-03-2010|0.4670
94080|HINDUSTAN UNILEVER LTD.|01-04-2006|31-03-2011|0.4564
94080|HINDUSTAN UNILEVER LTD.|01-04-2007|31-03-2012|0.3692
94080|HINDUSTAN UNILEVER LTD.|01-04-2008|31-03-2013|0.3463
94080|HINDUSTAN UNILEVER LTD.|01-04-2009|31-03-2014|0.2963
94080|HINDUSTAN UNILEVER LTD.|01-04-2010|31-03-2015|0.4138
94080|HINDUSTAN UNILEVER LTD.|01-04-2011|31-03-2016|0.4213
94080|HINDUSTAN UNILEVER LTD.|01-04-2012|31-03-2017|0.5077
94080|HINDUSTAN UNILEVER LTD.|01-04-2013|31-03-2018|0.6033
94080|HINDUSTAN UNILEVER LTD.|01-04-2014|31-03-2019|0.5588
94080|HINDUSTAN UNILEVER LTD.|01-04-2015|31-03-2020|0.6114
94175|HINDUSTAN ZINC LTD.|01-04-2004|31-03-2009|1.1936
94175|HINDUSTAN ZINC LTD.|01-04-2005|31-03-2010|1.0401
94175|HINDUSTAN ZINC LTD.|01-04-2006|31-03-2011|1.0324
94175|HINDUSTAN ZINC LTD.|01-04-2007|31-03-2012|0.9888
94175|HINDUSTAN ZINC LTD.|01-04-2008|31-03-2013|1.0234
94175|HINDUSTAN ZINC LTD.|01-04-2009|31-03-2014|0.9382
94175|HINDUSTAN ZINC LTD.|01-04-2010|31-03-2015|1.2530
94175|HINDUSTAN ZINC LTD.|01-04-2011|31-03-2016|1.1281
94175|HINDUSTAN ZINC LTD.|01-04-2012|31-03-2017|1.1139
94175|HINDUSTAN ZINC LTD.|01-04-2013|31-03-2018|1.1275
94175|HINDUSTAN ZINC LTD.|01-04-2014|31-03-2019|1.1368
94175|HINDUSTAN ZINC LTD.|01-04-2015|31-03-2020|0.9250
370967|INDIABULLS HOUSING FINANCE LTD.|01-04-2011|31-03-2016|1.3474
370967|INDIABULLS HOUSING FINANCE LTD.|01-04-2012|31-03-2017|1.4025
370967|INDIABULLS HOUSING FINANCE LTD.|01-04-2013|31-03-2018|1.3214
370967|INDIABULLS HOUSING FINANCE LTD.|01-04-2014|31-03-2019|1.4466
370967|INDIABULLS HOUSING FINANCE LTD.|01-04-2015|31-03-2020|2.1686
96379|I C I C I BANK LTD.|01-04-2004|31-03-2009|1.3191
96379|I C I C I BANK LTD.|01-04-2005|31-03-2010|1.3682
96379|I C I C I BANK LTD.|01-04-2006|31-03-2011|1.4108
96379|I C I C I BANK LTD.|01-04-2007|31-03-2012|1.4941
96379|I C I C I BANK LTD.|01-04-2008|31-03-2013|1.5798
96379|I C I C I BANK LTD.|01-04-2009|31-03-2014|1.4228
96379|I C I C I BANK LTD.|01-04-2010|31-03-2015|1.4890
96379|I C I C I BANK LTD.|01-04-2011|31-03-2016|1.4894
96379|I C I C I BANK LTD.|01-04-2012|31-03-2017|1.4943
96379|I C I C I BANK LTD.|01-04-2013|31-03-2018|1.4765
96379|I C I C I BANK LTD.|01-04-2014|31-03-2019|1.3408
96379|I C I C I BANK LTD.|01-04-2015|31-03-2020|1.3803
96392|I C I C I LOMBARD GENERAL INSURANCE CO. LTD.|01-04-2015|31-03-2020|0.6961
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|01-04-2014|31-03-2019|0.9654
96396|I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.|01-04-2015|31-03-2020|1.0685
36278|VODAFONE IDEA LTD.|01-04-2004|31-03-2009|1.0903
36278|VODAFONE IDEA LTD.|01-04-2005|31-03-2010|1.0332
36278|VODAFONE IDEA LTD.|01-04-2006|31-03-2011|1.0006
36278|VODAFONE IDEA LTD.|01-04-2007|31-03-2012|0.9535
36278|VODAFONE IDEA LTD.|01-04-2008|31-03-2013|0.9850
36278|VODAFONE IDEA LTD.|01-04-2009|31-03-2014|0.6884
36278|VODAFONE IDEA LTD.|01-04-2010|31-03-2015|0.5369
36278|VODAFONE IDEA LTD.|01-04-2011|31-03-2016|0.5703
36278|VODAFONE IDEA LTD.|01-04-2012|31-03-2017|0.7690
36278|VODAFONE IDEA LTD.|01-04-2013|31-03-2018|0.8599
36278|VODAFONE IDEA LTD.|01-04-2014|31-03-2019|1.0428
36278|VODAFONE IDEA LTD.|01-04-2015|31-03-2020|0.8986
395047|INTERGLOBE AVIATION LTD.|01-04-2013|31-03-2018|1.1134
395047|INTERGLOBE AVIATION LTD.|01-04-2014|31-03-2019|1.1445
395047|INTERGLOBE AVIATION LTD.|01-04-2015|31-03-2020|1.1601
100224|INDUSIND BANK LTD.|01-04-2004|31-03-2009|1.4763
100224|INDUSIND BANK LTD.|01-04-2005|31-03-2010|1.4968
100224|INDUSIND BANK LTD.|01-04-2006|31-03-2011|1.5045
100224|INDUSIND BANK LTD.|01-04-2007|31-03-2012|1.4402
100224|INDUSIND BANK LTD.|01-04-2008|31-03-2013|1.3377
100224|INDUSIND BANK LTD.|01-04-2009|31-03-2014|1.4274
100224|INDUSIND BANK LTD.|01-04-2010|31-03-2015|1.3094
100224|INDUSIND BANK LTD.|01-04-2011|31-03-2016|1.3114
100224|INDUSIND BANK LTD.|01-04-2012|31-03-2017|1.2738
100224|INDUSIND BANK LTD.|01-04-2013|31-03-2018|1.1427
100224|INDUSIND BANK LTD.|01-04-2014|31-03-2019|0.9894
100224|INDUSIND BANK LTD.|01-04-2015|31-03-2020|1.6270
373095|BHARTI INFRATEL LTD.|01-04-2010|31-03-2015|0.5956
373095|BHARTI INFRATEL LTD.|01-04-2011|31-03-2016|0.5661
373095|BHARTI INFRATEL LTD.|01-04-2012|31-03-2017|0.5703
373095|BHARTI INFRATEL LTD.|01-04-2013|31-03-2018|0.5283
373095|BHARTI INFRATEL LTD.|01-04-2014|31-03-2019|0.4042
373095|BHARTI INFRATEL LTD.|01-04-2015|31-03-2020|0.5678
100632|INFOSYS LTD.|01-04-2004|31-03-2009|0.4879
100632|INFOSYS LTD.|01-04-2005|31-03-2010|0.4761
100632|INFOSYS LTD.|01-04-2006|31-03-2011|0.4648
100632|INFOSYS LTD.|01-04-2007|31-03-2012|0.4501
100632|INFOSYS LTD.|01-04-2008|31-03-2013|0.4941
100632|INFOSYS LTD.|01-04-2009|31-03-2014|0.4898
100632|INFOSYS LTD.|01-04-2010|31-03-2015|0.5165
100632|INFOSYS LTD.|01-04-2011|31-03-2016|0.4970
100632|INFOSYS LTD.|01-04-2012|31-03-2017|0.3919
100632|INFOSYS LTD.|01-04-2013|31-03-2018|0.3259
100632|INFOSYS LTD.|01-04-2014|31-03-2019|0.3441
100632|INFOSYS LTD.|01-04-2015|31-03-2020|0.4700
98907|INDIAN OIL CORPN. LTD.|01-04-2004|31-03-2009|0.9473
98907|INDIAN OIL CORPN. LTD.|01-04-2005|31-03-2010|0.7878
98907|INDIAN OIL CORPN. LTD.|01-04-2006|31-03-2011|0.8171
98907|INDIAN OIL CORPN. LTD.|01-04-2007|31-03-2012|0.7331
98907|INDIAN OIL CORPN. LTD.|01-04-2008|31-03-2013|0.5648
98907|INDIAN OIL CORPN. LTD.|01-04-2009|31-03-2014|0.7129
98907|INDIAN OIL CORPN. LTD.|01-04-2010|31-03-2015|0.8946
98907|INDIAN OIL CORPN. LTD.|01-04-2011|31-03-2016|0.8237
98907|INDIAN OIL CORPN. LTD.|01-04-2012|31-03-2017|1.0354
98907|INDIAN OIL CORPN. LTD.|01-04-2013|31-03-2018|0.9831
98907|INDIAN OIL CORPN. LTD.|01-04-2014|31-03-2019|1.0111
98907|INDIAN OIL CORPN. LTD.|01-04-2015|31-03-2020|0.9128
97066|I T C LTD.|01-04-2004|31-03-2009|0.6039
97066|I T C LTD.|01-04-2005|31-03-2010|0.4879
97066|I T C LTD.|01-04-2006|31-03-2011|0.4956
97066|I T C LTD.|01-04-2007|31-03-2012|0.4736
97066|I T C LTD.|01-04-2008|31-03-2013|0.4051
97066|I T C LTD.|01-04-2009|31-03-2014|0.3424
97066|I T C LTD.|01-04-2010|31-03-2015|0.4869
97066|I T C LTD.|01-04-2011|31-03-2016|0.5540
97066|I T C LTD.|01-04-2012|31-03-2017|0.6046
97066|I T C LTD.|01-04-2013|31-03-2018|0.6488
97066|I T C LTD.|01-04-2014|31-03-2019|0.5974
97066|I T C LTD.|01-04-2015|31-03-2020|0.6605
109874|J S W STEEL LTD.|01-04-2004|31-03-2009|1.4003
109874|J S W STEEL LTD.|01-04-2005|31-03-2010|1.4092
109874|J S W STEEL LTD.|01-04-2006|31-03-2011|1.4125
109874|J S W STEEL LTD.|01-04-2007|31-03-2012|1.5897
109874|J S W STEEL LTD.|01-04-2008|31-03-2013|1.7394
109874|J S W STEEL LTD.|01-04-2009|31-03-2014|1.6702
109874|J S W STEEL LTD.|01-04-2010|31-03-2015|1.6502
109874|J S W STEEL LTD.|01-04-2011|31-03-2016|1.4510
109874|J S W STEEL LTD.|01-04-2012|31-03-2017|1.1666
109874|J S W STEEL LTD.|01-04-2013|31-03-2018|1.0529
109874|J S W STEEL LTD.|01-04-2014|31-03-2019|1.0562
109874|J S W STEEL LTD.|01-04-2015|31-03-2020|1.1871
122573|KOTAK MAHINDRA BANK LTD.|01-04-2004|31-03-2009|1.4937
122573|KOTAK MAHINDRA BANK LTD.|01-04-2005|31-03-2010|1.4951
122573|KOTAK MAHINDRA BANK LTD.|01-04-2006|31-03-2011|1.4995
122573|KOTAK MAHINDRA BANK LTD.|01-04-2007|31-03-2012|1.5561
122573|KOTAK MAHINDRA BANK LTD.|01-04-2008|31-03-2013|1.4861
122573|KOTAK MAHINDRA BANK LTD.|01-04-2009|31-03-2014|1.2347
122573|KOTAK MAHINDRA BANK LTD.|01-04-2010|31-03-2015|1.0520
122573|KOTAK MAHINDRA BANK LTD.|01-04-2011|31-03-2016|1.0321
122573|KOTAK MAHINDRA BANK LTD.|01-04-2012|31-03-2017|0.9669
122573|KOTAK MAHINDRA BANK LTD.|01-04-2013|31-03-2018|0.8975
122573|KOTAK MAHINDRA BANK LTD.|01-04-2014|31-03-2019|0.7965
122573|KOTAK MAHINDRA BANK LTD.|01-04-2015|31-03-2020|0.7891
385630|L & T FINANCE HOLDINGS LTD.|01-04-2009|31-03-2014|1.2803
385630|L & T FINANCE HOLDINGS LTD.|01-04-2010|31-03-2015|1.2925
385630|L & T FINANCE HOLDINGS LTD.|01-04-2011|31-03-2016|1.2745
385630|L & T FINANCE HOLDINGS LTD.|01-04-2012|31-03-2017|1.3687
385630|L & T FINANCE HOLDINGS LTD.|01-04-2013|31-03-2018|1.4183
385630|L & T FINANCE HOLDINGS LTD.|01-04-2014|31-03-2019|1.4894
385630|L & T FINANCE HOLDINGS LTD.|01-04-2015|31-03-2020|1.8634
127106|LARSEN & TOUBRO LTD.|01-04-2004|31-03-2009|1.1341
127106|LARSEN & TOUBRO LTD.|01-04-2005|31-03-2010|1.1882
127106|LARSEN & TOUBRO LTD.|01-04-2006|31-03-2011|1.2080
127106|LARSEN & TOUBRO LTD.|01-04-2007|31-03-2012|1.2394
127106|LARSEN & TOUBRO LTD.|01-04-2008|31-03-2013|1.2588
127106|LARSEN & TOUBRO LTD.|01-04-2009|31-03-2014|1.3967
127106|LARSEN & TOUBRO LTD.|01-04-2010|31-03-2015|1.4617
127106|LARSEN & TOUBRO LTD.|01-04-2011|31-03-2016|1.4170
127106|LARSEN & TOUBRO LTD.|01-04-2012|31-03-2017|1.4449
127106|LARSEN & TOUBRO LTD.|01-04-2013|31-03-2018|1.3290
127106|LARSEN & TOUBRO LTD.|01-04-2014|31-03-2019|1.2172
127106|LARSEN & TOUBRO LTD.|01-04-2015|31-03-2020|1.1300
130382|LUPIN LTD.|01-04-2004|31-03-2009|0.6168
130382|LUPIN LTD.|01-04-2005|31-03-2010|0.5847
130382|LUPIN LTD.|01-04-2006|31-03-2011|0.5752
130382|LUPIN LTD.|01-04-2007|31-03-2012|0.5388
130382|LUPIN LTD.|01-04-2008|31-03-2013|0.5628
130382|LUPIN LTD.|01-04-2009|31-03-2014|0.4510
130382|LUPIN LTD.|01-04-2010|31-03-2015|0.3559
130382|LUPIN LTD.|01-04-2011|31-03-2016|0.3902
130382|LUPIN LTD.|01-04-2012|31-03-2017|0.4205
130382|LUPIN LTD.|01-04-2013|31-03-2018|0.5904
130382|LUPIN LTD.|01-04-2014|31-03-2019|0.6510
130382|LUPIN LTD.|01-04-2015|31-03-2020|0.6793
136444|MAHINDRA & MAHINDRA LTD.|01-04-2004|31-03-2009|1.0834
136444|MAHINDRA & MAHINDRA LTD.|01-04-2005|31-03-2010|1.0885
136444|MAHINDRA & MAHINDRA LTD.|01-04-2006|31-03-2011|1.1020
136444|MAHINDRA & MAHINDRA LTD.|01-04-2007|31-03-2012|1.0976
136444|MAHINDRA & MAHINDRA LTD.|01-04-2008|31-03-2013|1.1825
136444|MAHINDRA & MAHINDRA LTD.|01-04-2009|31-03-2014|0.9692
136444|MAHINDRA & MAHINDRA LTD.|01-04-2010|31-03-2015|0.9041
136444|MAHINDRA & MAHINDRA LTD.|01-04-2011|31-03-2016|0.8915
136444|MAHINDRA & MAHINDRA LTD.|01-04-2012|31-03-2017|0.7908
136444|MAHINDRA & MAHINDRA LTD.|01-04-2013|31-03-2018|0.7724
136444|MAHINDRA & MAHINDRA LTD.|01-04-2014|31-03-2019|0.9045
136444|MAHINDRA & MAHINDRA LTD.|01-04-2015|31-03-2020|1.1419
140097|MARICO LTD.|01-04-2004|31-03-2009|0.5290
140097|MARICO LTD.|01-04-2005|31-03-2010|0.4490
140097|MARICO LTD.|01-04-2006|31-03-2011|0.4038
140097|MARICO LTD.|01-04-2007|31-03-2012|0.3407
140097|MARICO LTD.|01-04-2008|31-03-2013|0.2847
140097|MARICO LTD.|01-04-2009|31-03-2014|0.2737
140097|MARICO LTD.|01-04-2010|31-03-2015|0.3711
140097|MARICO LTD.|01-04-2011|31-03-2016|0.3883
140097|MARICO LTD.|01-04-2012|31-03-2017|0.4671
140097|MARICO LTD.|01-04-2013|31-03-2018|0.4907
140097|MARICO LTD.|01-04-2014|31-03-2019|0.5782
140097|MARICO LTD.|01-04-2015|31-03-2020|0.5927
140829|MARUTI SUZUKI INDIA LTD.|01-04-2004|31-03-2009|0.8416
140829|MARUTI SUZUKI INDIA LTD.|01-04-2005|31-03-2010|0.7456
140829|MARUTI SUZUKI INDIA LTD.|01-04-2006|31-03-2011|0.7105
140829|MARUTI SUZUKI INDIA LTD.|01-04-2007|31-03-2012|0.6852
140829|MARUTI SUZUKI INDIA LTD.|01-04-2008|31-03-2013|0.7508
140829|MARUTI SUZUKI INDIA LTD.|01-04-2009|31-03-2014|0.7945
140829|MARUTI SUZUKI INDIA LTD.|01-04-2010|31-03-2015|0.9928
140829|MARUTI SUZUKI INDIA LTD.|01-04-2011|31-03-2016|0.9534
140829|MARUTI SUZUKI INDIA LTD.|01-04-2012|31-03-2017|1.0330
140829|MARUTI SUZUKI INDIA LTD.|01-04-2013|31-03-2018|0.9938
140829|MARUTI SUZUKI INDIA LTD.|01-04-2014|31-03-2019|1.0157
140829|MARUTI SUZUKI INDIA LTD.|01-04-2015|31-03-2020|1.0394
142526|UNITED SPIRITS LTD.|01-04-2004|31-03-2009|1.0890
142526|UNITED SPIRITS LTD.|01-04-2005|31-03-2010|1.0493
142526|UNITED SPIRITS LTD.|01-04-2006|31-03-2011|1.0638
142526|UNITED SPIRITS LTD.|01-04-2007|31-03-2012|1.0864
142526|UNITED SPIRITS LTD.|01-04-2008|31-03-2013|1.1944
142526|UNITED SPIRITS LTD.|01-04-2009|31-03-2014|1.0930
142526|UNITED SPIRITS LTD.|01-04-2010|31-03-2015|1.1416
142526|UNITED SPIRITS LTD.|01-04-2011|31-03-2016|0.8868
142526|UNITED SPIRITS LTD.|01-04-2012|31-03-2017|0.7423
142526|UNITED SPIRITS LTD.|01-04-2013|31-03-2018|0.8234
142526|UNITED SPIRITS LTD.|01-04-2014|31-03-2019|0.9843
142526|UNITED SPIRITS LTD.|01-04-2015|31-03-2020|1.0404
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2004|31-03-2009|0.7863
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2005|31-03-2010|0.6921
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2006|31-03-2011|0.6477
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2007|31-03-2012|0.6859
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2008|31-03-2013|0.6519
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2009|31-03-2014|0.6450
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2010|31-03-2015|0.8045
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2011|31-03-2016|1.0264
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2012|31-03-2017|1.0655
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2013|31-03-2018|1.1099
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2014|31-03-2019|1.2767
149616|MOTHERSON SUMI SYSTEMS LTD.|01-04-2015|31-03-2020|1.4502
157827|NESTLE INDIA LTD.|01-04-2004|31-03-2009|0.3226
157827|NESTLE INDIA LTD.|01-04-2005|31-03-2010|0.2588
157827|NESTLE INDIA LTD.|01-04-2006|31-03-2011|0.2668
157827|NESTLE INDIA LTD.|01-04-2007|31-03-2012|0.2077
157827|NESTLE INDIA LTD.|01-04-2008|31-03-2013|0.1784
157827|NESTLE INDIA LTD.|01-04-2009|31-03-2014|0.1632
157827|NESTLE INDIA LTD.|01-04-2010|31-03-2015|0.3027
157827|NESTLE INDIA LTD.|01-04-2011|31-03-2016|0.3843
157827|NESTLE INDIA LTD.|01-04-2012|31-03-2017|0.5416
157827|NESTLE INDIA LTD.|01-04-2013|31-03-2018|0.6244
157827|NESTLE INDIA LTD.|01-04-2014|31-03-2019|0.6773
157827|NESTLE INDIA LTD.|01-04-2015|31-03-2020|0.7656
155600|N H P C LTD.|01-04-2007|31-03-2012|0.8786
155600|N H P C LTD.|01-04-2008|31-03-2013|0.7999
155600|N H P C LTD.|01-04-2009|31-03-2014|0.8365
155600|N H P C LTD.|01-04-2010|31-03-2015|1.0461
155600|N H P C LTD.|01-04-2011|31-03-2016|1.0678
155600|N H P C LTD.|01-04-2012|31-03-2017|1.0939
155600|N H P C LTD.|01-04-2013|31-03-2018|1.1557
155600|N H P C LTD.|01-04-2014|31-03-2019|1.0732
155600|N H P C LTD.|01-04-2015|31-03-2020|0.6640
158427|NEW INDIA ASSURANCE CO. LTD.|01-04-2015|31-03-2020|1.1696
155630|N M D C LTD.|01-04-2004|31-03-2009|1.2391
155630|N M D C LTD.|01-04-2005|31-03-2010|1.4205
155630|N M D C LTD.|01-04-2006|31-03-2011|1.4800
155630|N M D C LTD.|01-04-2007|31-03-2012|1.5493
155630|N M D C LTD.|01-04-2008|31-03-2013|1.5166
155630|N M D C LTD.|01-04-2009|31-03-2014|1.5244
155630|N M D C LTD.|01-04-2010|31-03-2015|1.1796
155630|N M D C LTD.|01-04-2011|31-03-2016|1.1953
155630|N M D C LTD.|01-04-2012|31-03-2017|1.1642
155630|N M D C LTD.|01-04-2013|31-03-2018|1.2773
155630|N M D C LTD.|01-04-2014|31-03-2019|1.2958
155630|N M D C LTD.|01-04-2015|31-03-2020|1.2840
155695|N T P C LTD.|01-04-2004|31-03-2009|0.7150
155695|N T P C LTD.|01-04-2005|31-03-2010|0.6873
155695|N T P C LTD.|01-04-2006|31-03-2011|0.6934
155695|N T P C LTD.|01-04-2007|31-03-2012|0.7233
155695|N T P C LTD.|01-04-2008|31-03-2013|0.6845
155695|N T P C LTD.|01-04-2009|31-03-2014|0.7658
155695|N T P C LTD.|01-04-2010|31-03-2015|0.9691
155695|N T P C LTD.|01-04-2011|31-03-2016|0.9507
155695|N T P C LTD.|01-04-2012|31-03-2017|0.9477
155695|N T P C LTD.|01-04-2013|31-03-2018|0.9017
155695|N T P C LTD.|01-04-2014|31-03-2019|0.8068
155695|N T P C LTD.|01-04-2015|31-03-2020|0.7180
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2004|31-03-2009|1.0096
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2005|31-03-2010|0.9586
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2006|31-03-2011|0.9415
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2007|31-03-2012|0.8498
97191|ORACLE FINANCIAL SERVICES SOFTWARE LTD.|01-04-2008|31-03-2013|0.8948
